30 1230   
1 6 95 5 97
1 9 106 1 94
1 19 95 10 111
1 30 88 22 87
1 23 95 2 112
1 5 115 3 100
1 29 87 9 92
1 12 99 28 106
1 4 94 16 104
1 20 122 17 97
1 27 106 21 112
1 6 106 15 76
1 8 105 11 85
1 7 111 24 95
1 19 94 25 112
1 13 111 26 104
1 18 112 14 111
1 15 112 12 103
1 1 112 20 101
1 7 88 13 104
1 16 92 6 102
1 29 99 23 71
1 21 139 22 136
1 28 113 2 103
1 5 94 9 98
1 4 94 1 97
1 30 118 17 113
1 3 75 27 102
1 18 95 8 78
1 10 112 11 92
1 14 114 26 132
1 25 92 24 110
1 29 97 12 76
1 20 117 30 110
1 10 134 19 120
1 3 91 15 101
1 24 101 25 90
1 26 109 13 114
1 1 94 4 92
1 27 95 2 87
1 11 89 16 109
1 17 87 28 106
1 22 87 5 92
1 8 93 21 117
1 7 103 14 93
1 6 107 23 100
1 17 103 3 96
1 27 94 20 84
1 21 105 11 110
1 25 106 18 101
1 15 69 10 119
1 24 96 13 102
1 5 105 4 130
1 12 94 9 82
1 1 98 16 92
1 22 103 19 94
1 28 102 7 91
1 15 103 26 89
1 8 120 14 109
1 2 98 12 100
1 27 99 30 102
1 3 87 1 101
1 20 86 6 96
1 22 114 11 119
1 23 87 17 91
1 28 103 21 98
1 26 97 24 118
1 25 108 29 92
1 13 108 10 112
1 21 98 5 104
1 16 96 18 84
1 4 108 7 94
1 29 96 8 84
1 15 96 25 115
1 28 87 22 92
1 30 98 2 118
1 14 104 3 98
1 23 102 6 108
1 17 99 20 92
1 16 87 12 90
1 1 121 19 115
1 9 100 24 92
1 8 104 10 119
1 11 116 26 110
1 18 102 5 93
1 22 105 23 97
1 30 99 1 114
1 19 98 7 107
1 3 86 17 94
1 4 94 27 114
1 15 79 29 89
1 10 103 26 94
1 11 109 13 105
1 12 97 6 101
1 14 95 20 99
1 28 76 16 96
1 24 103 21 124
1 9 120 25 103
1 22 84 12 97
1 5 111 23 88
1 18 117 1 107
1 25 104 8 108
1 27 106 26 88
1 9 95 10 109
1 15 92 13 94
1 29 114 6 118
1 21 125 30 101
1 14 88 16 101
1 20 111 28 109
1 2 99 17 83
1 4 104 18 95
1 7 105 19 120
1 20 93 4 95
1 14 99 22 101
1 28 119 23 103
1 12 102 2 91
1 19 98 1 106
1 13 108 7 118
1 3 106 11 98
1 10 100 15 84
1 17 102 8 103
1 9 92 26 101
1 27 113 25 101
1 29 91 16 92
1 10 129 18 116
1 13 104 24 118
1 18 103 12 107
1 29 93 22 102
1 1 93 2 106
1 6 90 20 84
1 19 81 28 100
1 4 97 5 102
1 25 100 15 101
1 23 85 21 102
1 14 82 7 90
1 11 98 8 107
1 3 109 26 111
1 9 96 13 101
1 22 99 30 108
1 7 110 11 98
1 6 105 17 108
1 23 83 27 92
1 8 81 24 105
1 3 99 10 107
1 19 87 20 95
1 15 114 18 106
1 25 94 4 106
1 29 97 1 96
1 2 100 21 85
1 28 101 26 107
1 9 85 14 97
1 7 92 23 86
1 12 95 5 96
1 2 111 11 95
1 21 114 15 122
1 25 80 27 93
1 14 101 24 120
1 17 86 30 115
1 1 88 3 90
1 6 99 9 104
1 18 103 16 91
1 4 94 20 102
1 8 115 19 98
1 28 110 10 115
1 3 111 4 116
1 18 101 22 104
1 12 112 23 85
1 7 106 2 102
1 26 97 1 103
1 25 103 11 108
1 19 103 21 110
1 8 98 27 109
1 28 89 29 93
1 5 103 24 97
1 26 109 16 116
1 17 100 6 115
1 10 124 13 117
1 23 88 4 113
1 3 95 2 120
1 11 84 15 96
1 9 96 18 86
1 27 90 19 104
1 20 93 21 90
1 29 93 7 102
1 24 114 8 107
1 13 91 25 102
1 5 94 10 106
1 28 102 14 91
1 26 97 22 91
1 17 86 12 123
1 1 97 6 109
1 30 97 9 95
1 20 107 11 102
1 23 91 16 96
1 15 82 27 92
1 28 91 13 80
1 2 101 3 111
1 24 116 19 122
1 7 114 21 117
1 10 118 8 105
1 25 107 14 93
1 26 122 4 127
1 22 103 6 117
1 20 78 16 95
1 9 88 17 109
1 23 95 18 100
1 24 84 27 98
1 21 111 29 89
1 12 123 30 106
1 2 97 1 121
1 7 96 15 110
1 13 111 8 94
1 5 93 25 88
1 14 77 10 111
1 30 87 4 101
1 20 91 22 100
1 23 80 2 84
1 16 81 9 104
1 6 99 28 103
1 15 102 11 93
1 26 129 17 118
1 1 95 18 99
1 3 99 21 110
1 7 83 27 88
1 19 120 24 114
1 29 102 13 91
1 6 95 4 90
1 17 90 22 114
1 30 78 2 111
1 16 97 20 78
1 23 114 11 116
1 5 92 12 104
1 1 116 15 101
1 9 87 21 103
1 27 91 8 80
1 10 135 24 116
1 18 101 26 91
1 19 90 13 111
1 28 84 30 82
1 3 88 6 90
1 8 81 7 92
1 1 88 27 108
1 19 87 29 101
1 14 96 25 108
1 26 101 10 120
1 17 82 4 87
1 18 99 13 107
1 9 83 3 87
1 23 84 15 92
1 2 91 22 110
1 24 107 28 102
1 11 116 20 111
1 12 107 14 103
1 11 105 9 116
1 2 105 16 95
1 21 100 1 106
1 27 89 5 92
1 8 74 17 92
1 10 106 29 103
1 7 98 26 112
1 25 87 13 102
1 30 97 6 85
1 14 91 23 103
1 24 91 3 94
1 22 96 18 93
1 15 113 19 104
1 7 115 25 112
1 10 116 4 99
1 14 108 30 104
1 24 122 9 127
1 23 87 20 99
1 28 96 1 86
1 8 90 5 99
1 19 101 11 108
1 17 70 27 95
1 12 103 13 91
1 21 95 16 97
1 8 106 28 105
1 22 103 29 94
1 27 103 15 83
1 12 111 25 123
1 2 114 26 97
1 3 91 20 108
1 24 106 30 109
1 17 95 9 102
1 14 87 1 100
1 11 100 7 96
1 6 108 19 114
1 8 108 23 105
1 10 112 28 109
1 4 102 5 96
1 26 113 11 120
1 6 84 16 99
1 25 109 18 103
1 20 91 17 106
1 2 105 27 108
1 12 119 29 122
1 22 101 13 103
1 24 93 15 95
1 10 114 3 98
1 14 91 9 111
1 7 116 30 104
1 26 95 21 98
1 9 84 4 104
1 27 119 23 68
1 30 114 16 103
1 7 104 20 97
1 14 93 28 102
1 24 103 5 101
1 25 88 17 90
1 13 110 18 106
1 2 111 19 93
1 25 100 6 105
1 10 131 12 123
1 11 105 3 110
1 21 125 15 88
1 22 85 8 74
1 29 106 26 114
1 5 100 2 105
1 16 81 4 99
1 11 109 30 103
1 15 93 9 92
1 27 94 28 97
1 13 109 17 95
1 14 122 18 123
1 22 104 24 107
1 20 85 29 106
1 1 98 7 95
1 23 91 3 100
1 13 80 5 83
1 1 94 21 107
1 20 97 26 99
1 16 83 12 96
1 6 111 22 76
1 9 107 23 95
1 10 124 2 119
1 17 83 28 90
1 4 123 15 99
1 30 105 19 107
1 18 108 8 111
1 21 94 29 90
1 25 106 24 96
1 14 87 27 109
1 13 105 3 100
1 2 98 4 93
1 12 96 9 118
1 27 103 1 78
1 19 94 5 98
1 14 97 11 126
1 30 114 7 111
1 10 95 17 108
1 20 112 25 110
1 18 101 24 108
1 15 97 16 100
1 23 76 28 96
1 29 98 21 104
1 28 90 12 106
1 22 105 3 82
1 13 105 9 103
1 16 100 1 88
1 23 96 5 115
1 30 95 15 112
1 24 94 7 104
1 29 81 27 118
1 11 108 8 114
1 19 101 25 105
1 6 89 2 77
1 8 112 18 100
1 11 97 26 107
1 17 95 14 113
1 7 81 12 107
1 4 98 22 113
1 16 104 3 98
1 2 116 9 119
1 18 102 20 107
1 23 106 1 127
1 15 85 5 98
1 25 90 21 106
1 30 95 27 114
1 19 104 29 94
1 24 103 10 128
1 17 90 13 103
1 28 99 4 109
1 21 100 6 104
1 11 107 14 87
1 3 97 12 104
1 25 94 22 102
1 20 107 23 97
1 1 109 2 101
1 9 147 5 144
1 28 108 16 94
1 26 95 18 99
1 13 107 27 115
1 15 88 7 97
1 8 88 29 97
1 17 112 10 121
1 19 88 24 104
1 14 78 21 118
1 4 101 30 109
1 5 91 20 107
1 13 97 11 107
1 12 84 15 96
1 18 100 3 85
1 25 109 16 116
1 23 86 6 108
1 17 101 24 95
1 1 103 22 100
1 26 104 28 94
1 19 130 8 125
1 26 99 30 113
1 18 99 2 113
1 22 107 20 99
1 25 97 1 106
1 3 105 5 102
1 4 95 11 102
1 12 92 27 106
1 24 89 29 110
1 21 100 13 99
1 15 104 23 90
1 9 93 16 92
1 7 99 28 103
1 14 111 8 107
1 2 102 4 89
1 20 84 6 91
1 26 108 12 106
1 11 101 22 104
1 15 91 30 100
1 7 119 3 118
1 9 100 1 107
1 23 100 17 113
1 27 108 18 83
1 25 89 19 115
1 8 104 24 96
1 29 85 10 103
1 21 120 14 85
1 19 88 16 94
1 5 105 21 96
1 6 83 10 89
1 27 84 11 88
1 13 94 14 84
1 30 111 3 96
1 28 111 17 90
1 15 92 4 98
1 11 108 19 110
1 16 108 22 101
1 20 98 1 117
1 2 99 9 93
1 12 102 18 88
1 5 111 7 118
1 8 86 27 101
1 23 111 24 104
1 13 109 29 104
1 6 76 25 105
1 14 96 15 112
1 20 91 2 100
1 8 112 21 122
1 25 98 26 94
1 14 98 4 108
1 1 87 12 93
1 19 89 22 104
1 13 108 30 91
1 3 111 16 105
1 28 97 5 104
1 17 93 7 103
1 18 95 27 101
1 6 101 24 97
1 23 91 29 95
1 26 103 10 122
1 9 96 20 108
1 1 121 11 115
1 16 90 15 99
1 17 123 21 131
1 6 93 8 87
1 13 122 4 117
1 3 93 22 100
1 14 112 2 104
1 30 91 28 94
1 12 100 5 102
1 29 80 18 94
1 10 91 7 114
1 24 79 27 112
1 8 103 25 110
1 23 110 26 105
1 18 90 9 115
1 17 120 12 116
1 10 114 11 110
1 13 95 19 89
1 24 106 21 110
1 25 96 29 109
1 22 91 30 103
1 7 82 16 106
1 4 94 28 104
1 20 81 5 108
1 23 84 14 93
1 3 100 2 97
1 24 119 26 142
1 21 109 4 90
1 9 82 12 94
1 22 79 6 104
1 17 95 18 85
1 19 105 7 98
1 11 103 27 121
1 15 87 29 92
1 8 108 10 111
1 23 99 13 130
1 1 97 20 111
1 5 115 28 113
1 16 97 30 75
1 25 112 8 106
1 24 77 14 97
1 28 100 6 122
1 18 99 23 109
1 2 103 3 94
1 22 89 9 115
1 12 100 16 103
1 27 123 17 98
1 26 116 21 104
1 11 93 29 91
1 15 91 25 78
1 4 101 10 111
1 20 107 1 101
1 17 106 5 117
1 26 116 7 117
1 10 109 14 88
1 20 98 16 90
1 12 95 22 86
1 6 121 30 115
1 9 99 2 94
1 28 91 3 74
1 8 78 18 74
1 7 100 19 91
1 29 98 27 123
1 4 102 24 111
1 15 94 21 112
1 13 109 25 98
1 1 126 23 98
1 2 92 5 101
1 29 94 11 103
1 14 115 26 118
1 28 97 30 88
1 22 83 3 77
1 8 84 15 91
1 7 95 17 96
1 6 125 18 99
1 12 91 19 86
1 20 99 27 100
1 16 103 24 95
1 10 128 25 108
1 21 117 14 113
1 4 83 13 97
1 5 105 1 120
1 30 105 22 99
1 3 89 9 103
1 28 108 23 95
1 16 83 29 98
1 10 128 26 116
1 19 111 13 114
1 7 93 18 87
1 2 98 15 101
1 6 95 23 85
1 12 103 11 107
1 17 88 20 100
1 4 92 8 95
1 21 110 25 115
1 29 86 14 74
1 27 106 3 79
1 30 114 5 100
1 16 103 10 111
1 24 97 12 116
1 27 109 9 99
1 2 114 20 120
1 11 107 15 91
1 5 101 17 106
1 21 101 18 96
1 6 110 7 107
1 19 91 14 95
1 1 84 4 107
1 17 101 30 106
1 20 104 3 110
1 12 94 2 103
1 18 104 11 107
1 7 89 21 108
1 10 110 8 112
1 29 85 25 99
1 19 109 26 97
1 16 90 13 104
1 28 106 22 103
1 5 115 23 111
1 9 101 15 103
1 6 95 27 99
1 26 103 29 101
1 14 98 10 116
1 30 118 12 104
1 18 93 21 113
1 24 103 2 117
1 25 116 3 104
1 7 83 5 77
1 1 101 17 108
1 4 107 19 109
1 16 98 8 95
1 6 91 11 77
1 17 105 4 92
1 3 86 1 114
1 10 95 9 113
1 25 89 23 114
1 2 119 30 117
1 20 95 15 103
1 14 82 29 109
1 26 110 13 103
1 24 87 18 117
1 16 74 21 99
1 7 83 27 112
1 12 126 8 129
1 11 112 14 95
1 23 113 20 119
1 29 119 4 124
1 25 108 30 98
1 19 99 15 101
1 5 111 9 101
1 22 81 1 98
1 3 100 28 112
1 10 132 6 98
1 2 113 7 118
1 11 132 13 140
1 17 91 16 79
1 18 99 19 114
1 21 110 8 104
1 12 97 24 94
1 23 96 22 87
1 16 87 30 106
1 6 91 3 78
1 29 111 20 118
1 2 109 28 115
1 10 125 5 94
1 9 123 11 114
1 4 95 21 109
1 18 94 7 106
1 26 112 14 93
1 1 104 25 98
1 13 102 6 115
1 9 99 19 115
1 15 102 8 101
1 1 88 26 91
1 27 117 24 89
1 4 120 22 116
1 5 101 2 110
1 29 108 3 86
1 13 116 20 88
1 17 98 11 102
1 16 81 28 101
1 21 109 7 106
1 12 110 10 122
1 27 108 14 95
1 20 84 4 97
1 17 99 19 116
1 15 101 18 106
1 5 96 6 83
1 1 95 24 98
1 9 101 8 104
1 14 103 25 121
1 12 97 26 108
1 7 104 11 115
1 13 94 28 112
1 2 112 23 92
1 21 106 3 116
1 18 107 6 114
1 2 116 30 91
1 16 89 5 84
1 22 102 15 108
1 11 112 19 111
1 1 119 8 105
1 9 95 29 92
1 4 129 26 128
1 27 90 10 120
1 13 91 12 89
1 24 103 23 113
1 16 102 3 98
1 21 128 20 122
1 30 89 28 106
1 22 100 17 107
1 26 97 25 112
1 7 92 14 90
1 24 93 6 115
1 8 103 2 111
1 23 97 9 110
1 13 85 1 83
1 21 126 18 123
1 11 99 27 130
1 4 73 29 102
1 7 107 10 127
1 1 92 12 111
1 8 117 30 113
1 17 83 15 103
1 26 105 19 114
1 20 93 28 103
1 5 114 14 91
1 22 94 2 113
1 6 114 9 106
1 24 84 20 102
1 16 107 17 103
1 11 108 21 116
1 3 79 7 91
1 18 90 29 103
1 4 91 25 109
1 14 93 13 105
1 10 108 23 105
1 9 107 28 111
1 8 105 12 109
1 3 103 19 105
1 30 123 11 122
1 26 117 15 121
1 27 103 6 117
1 5 93 13 120
1 1 87 16 105
1 2 114 22 119
1 24 78 7 91
1 10 116 20 95
1 18 93 25 96
1 4 101 14 82
1 6 111 12 106
1 9 105 3 100
1 7 97 1 112
1 15 110 19 95
1 30 98 21 114
1 22 92 27 107
1 28 93 8 112
1 5 96 29 105
1 17 104 26 111
1 2 97 20 89
1 16 102 11 115
1 28 104 24 97
1 17 95 25 107
1 18 115 14 119
1 6 97 4 106
1 1 124 23 86
1 9 95 2 102
1 12 114 3 100
1 22 114 21 117
1 10 134 30 121
1 16 93 7 90
1 19 97 27 110
1 8 81 29 85
1 5 107 26 102
1 18 108 13 102
1 20 105 9 111
1 11 111 24 105
1 14 99 19 96
1 28 110 25 103
1 12 96 1 102
1 16 98 4 95
1 13 107 22 93
1 23 94 30 106
1 26 119 3 128
1 2 104 6 103
1 15 91 20 85
1 5 110 8 115
1 17 81 29 84
1 27 116 7 90
1 25 96 11 79
1 30 104 4 108
1 9 104 12 112
1 19 84 6 99
1 3 98 23 103
1 7 114 15 110
1 5 105 18 112
1 14 102 27 106
1 21 108 10 116
1 29 98 24 89
1 26 119 2 128
1 8 101 20 96
1 1 94 22 96
1 13 100 16 93
1 5 91 4 108
1 26 100 6 120
1 14 87 12 89
1 13 98 23 92
1 8 104 3 105
1 28 103 9 89
1 22 117 1 110
1 25 112 15 106
1 19 116 18 102
1 21 122 24 106
1 27 119 16 101
1 2 111 17 112
1 30 111 20 108
1 29 121 7 119
1 11 110 10 123
1 4 117 12 95
1 27 98 22 96
1 26 114 23 110
1 13 134 2 139
1 15 109 3 90
1 8 103 9 92
1 1 113 5 90
1 14 111 6 120
1 28 112 18 117
1 29 96 19 100
1 10 112 24 104
1 11 103 25 116
1 30 92 17 99
1 19 95 21 121
1 29 89 30 103
1 5 95 6 106
1 27 86 13 105
1 7 104 22 110
1 9 86 30 98
1 20 98 3 109
1 16 115 1 111
1 28 106 5 116
1 18 104 15 109
1 4 98 17 95
1 23 114 19 121
1 12 101 21 98
1 11 116 24 100
1 10 105 25 137
1 8 110 26 116
1 27 119 14 113
1 2 93 29 111
1 17 117 1 109
1 30 94 16 114
1 20 103 18 95
1 10 115 13 112
1 19 111 9 106
1 6 115 21 92
1 2 121 8 101
1 27 118 24 111
1 4 104 3 96
1 12 105 22 102
1 15 85 28 98
1 23 103 7 129
1 14 115 5 126
1 29 111 25 115
1 9 96 6 88
1 12 93 16 101
1 28 122 20 95
1 10 102 1 92
1 14 101 17 108
1 2 122 18 124
1 24 84 13 124
1 22 124 23 115
1 19 89 30 109
1 26 114 8 110
1 11 114 29 117
1 3 104 25 112
1 4 103 6 114
1 20 105 12 108
1 23 91 9 111
1 10 118 16 112
1 18 105 28 114
1 30 104 5 109
1 14 119 15 128
1 21 116 7 103
1 8 87 13 81
1 27 108 26 92
1 10 130 22 114
1 17 107 2 112
1 21 119 19 123
1 3 116 24 106
1 11 119 25 105
1 27 96 29 78
1 4 96 12 95
1 30 103 23 94
1 22 95 20 108
1 6 97 28 99
1 5 88 1 103
1 8 116 7 122
1 13 117 26 107
1 15 112 14 95
1 16 89 2 101
1 18 112 19 110
1 25 103 5 95
1 27 104 11 94
1 9 102 17 91
1 10 121 21 118
1 15 106 24 111
1 3 98 29 96
1 6 99 30 113
1 4 76 1 87
1 28 101 9 114
1 25 111 12 102
1 23 116 22 130
1 18 101 7 128
1 16 98 20 81
1 12 96 6 100
1 23 108 30 116
1 29 95 2 100
1 11 121 17 128
1 15 103 8 96
1 21 131 26 116
1 3 95 13 105
1 24 92 4 126
1 5 111 16 129
1 25 104 20 85
1 22 108 7 121
1 1 105 10 109
1 3 101 14 107
1 5 89 22 102
1 4 119 23 99
1 25 93 2 116
1 29 94 28 104
1 19 95 11 100
1 26 98 15 104
1 12 104 17 99
1 30 104 18 98
1 9 81 27 97
1 14 107 8 117
1 21 98 13 103
1 24 92 16 108
1 27 94 19 86
1 26 104 7 101
1 21 106 10 121
1 12 101 4 108
1 24 102 22 84
1 16 112 23 102
1 20 104 2 105
1 25 115 28 117
1 30 83 6 108
1 29 88 15 94
1 18 101 17 116
1 3 121 8 120
1 1 106 14 77
1 2 103 6 120
1 29 106 19 94
1 9 89 20 102
1 12 100 30 99
1 3 118 18 132
1 11 100 5 108
1 26 94 27 104
1 1 107 13 97
1 10 95 14 112
1 21 104 17 96
1 24 109 15 100
1 7 114 8 116
1 25 103 9 123
1 23 98 16 103
1 11 113 28 107
1 18 103 4 108
1 15 106 6 103
1 27 91 12 99
1 17 90 5 100
1 26 112 19 115
1 13 109 7 90
1 22 113 10 119
1 3 99 28 104
1 27 116 18 91
1 20 94 8 110
1 1 91 29 84
1 30 109 25 116
1 22 98 14 107
1 15 96 2 116
1 19 113 4 122
1 11 118 23 104
1 16 108 17 114
1 9 102 7 96
1 20 128 24 97
1 13 108 21 120
1 6 120 26 111
1 29 94 10 115
1 1 96 28 104
1 5 101 27 109
1 24 98 8 116
1 6 120 14 108
1 9 103 4 118
1 3 89 23 95
1 11 102 2 98
1 16 118 5 96
1 19 114 15 121
1 18 99 21 96
1 30 93 29 114
1 22 107 26 100
1 25 112 10 128
1 20 94 13 101
1 12 112 7 105
1 11 109 4 125
1 9 125 23 111
1 16 104 28 112
1 15 83 1 95
1 19 92 17 103
1 21 85 27 93
1 30 100 8 116
1 24 116 10 123
1 22 84 25 121
1 6 114 13 90
1 12 75 1 104
1 29 108 26 99
1 17 109 3 100
1 20 90 14 87
1 7 107 4 96
1 8 119 16 124
1 5 109 28 107
1 15 81 11 130
1 25 94 21 128
1 9 81 30 124
1 18 104 24 107
1 19 107 10 125
1 6 85 29 94
